id,material_nr,Brand,material_desc,Currency,price
41960,FK4-8127-000000,CANON,"MOTOR, STEPPING, DC           20W",usd,87.86157303
41961,FK4-8128-000000,CANON,"MOTOR, STEPPING, DC           16W",usd,75.45707865
41962,FM1-Z550-010000,CANON,FIXING BELT ASSEMBLY,usd,2442.482697
41963,137-117471  000,CANON,BRACKET DOCKING,usd,165.0539326
41964,137-117749  000,CANON,TRANSPORT BELT 766X33 TA09,usd,122.2557303
41965,137-117968  000,CANON,COVER INTERMEDIATE,usd,393.2521348
41966,137-117974  000,CANON,COVER INTERMEDIATE TOP RCT,usd,180.3424719
41967,137-117978  000,CANON,TOP COVER GLASS 5035X89,usd,224.6710112
41968,137-117991  000,CANON,INFEED BRACKET C,usd,783.9937079
41969,137-117998  000,CANON,DOCKING BM-RCT NS CANON,usd,801.5217978
41970,137-117999  000,CANON,DOCKING PLATE BM NS CANON,usd,460.8741573
41971,137-118113  000,CANON,DOCKING DFA CANON FINISHER,usd,1320.0
41972,137-118114  000,CANON,DOCKING PLATE CANON,usd,303.0808989
41973,137-118115  000,CANON,DOCKING PLATE ADAPTER,usd,335.6467416
41974,137-118116  000,CANON,DOCKING FEMALE,usd,738.8966292
41975,137-118117  000,CANON,DOCKING BRACKET,usd,151.5303371
41976,137-118120  000,CANON,DOCKING BRACKET CONNECTOR,usd,113.7141573
41977,137-118121  000,CANON,SWITCH BRACKET,usd,18.27505618
41978,137-118124  000,CANON,DOCKING PIN BRACKET,usd,248.9824719
41979,137-118130  000,CANON,DOCKING RCT-BM CANON,usd,300.5703371
41980,137-118131  000,CANON,SHAFT 20X88 M6 2X,usd,95.90157303
41981,137-118319  000,CANON,ROLLER ASSY 912 BX32,usd,84.96808989
41982,137-118324  000,CANON,BRACKET ROLLER BM5000,usd,38.06426966
41983,FM2-J621-000000,CANON,FIXING DRIVE ASSEMBLY,usd,88.54786517
41984,137-118326  000,CANON,BRACKET ROLLER,usd,92.95955056
41985,137-118327  000,CANON,ROLLER FRONT ATTACHEMENT,usd,76.97662921
41986,137-118813  000,CANON,BRACKET ROLLER,usd,92.95955056
41987,137-118821  000,CANON,SET COLLAR,usd,13.27550562
41988,137-118846  000,CANON,COVER INFEED LOWER,usd,122.738427
41989,137-118910  000,CANON,POWER SUPPLY UHP/LRS,usd,4100.286742
41990,137-118925  000,CANON,HARNESS NS PSU UHP1000-24,usd,52.60449438
41991,137115643   000,CANON,JOGGER ASSEMBLY COMPLETELEFT S,usd,275.5334831
41992,13790002    000,CANON,PCB PTC7500,usd,142.5276404
41993,13790003    000,CANON,FOLD ROLLER STEP 2 ASSY,usd,2404.564045
41994,13790004    000,CANON,CLAMP LINKS,usd,172.8337079
41995,13790005    000,CANON,MOTOR MIC RH 158 24 250 M X E2,usd,237.9465169
41996,13790006    000,CANON,STITCHER HEAD LEFT,usd,6983.253034
41997,13790007    000,CANON,STITCHER HEAD RIGHT,usd,6983.253034
41998,13790009    000,CANON,TRANSPORT BELT 387X15 INCL. 2,usd,108.9438202
41999,13790011    000,CANON,STITCHER GUIDE- LEFT,usd,116.3231461
42000,13790012    000,CANON,STITCHER GUIDE- RIGHT,usd,116.6413483
42001,13790013    000,CANON,POWER SUPPLY RSP-1000-30V,usd,1583.004944
42002,13790014    000,CANON,PAPER GUIDE FOLD STOP UPPER WI,usd,106.9523596
42003,13790015    000,CANON,CAM POSITION KNOB WITH STICKER,usd,16.0341573
42004,13790017    000,CANON,HUB WHEELS,usd,154.7865169
42005,13790018    000,CANON,SOLENOID ASSY  SOL LINK AND PI,usd,94.7258427
42006,13790019    000,CANON,PCB LOAD CELL,usd,221.1653933
42007,13790023    000,CANON,PCB  50 SHEET,usd,275.5334831
42008,13790024    000,CANON,LINKAGE 46 C-C 27 10X10+SCREW,usd,62.75730337
42009,13790025    000,CANON,THICKNESS SENSOR ASSY,usd,348.1550562
42010,13790029    000,CANON,BEARING BLOCK W. BEARINGS,usd,115.44
42011,13790030    000,CANON,LABEL BLACK 24X16MM CUT TO SIZ,usd,6.016179775
42012,13790031    000,CANON,ARM PRESSURE WHEEL INCLUDING L,usd,132.2588764
42013,13790032    000,CANON,ARM PRESSURE WHEEL INCLUDING L,usd,190.3617978
42014,FM3-D998-000000,CANON,P- KIT DRIVER PCB ASSEMBLY,usd,361.0786517
42015,13790033    000,CANON,COVER FEED MOTOR M131,usd,398.2503371
42016,13790034    000,CANON,SHAFT WITH TUBING,usd,29.55910112
42017,13790035    000,CANON,LINK WITH SCREW,usd,62.75730337
42018,13790037    000,CANON,STOP GATE MOTOR PROTECTION,usd,26.05348315
42019,13790042    000,CANON,UI ASSEMBLY CANON-71,usd,2840.401348
42020,13790044    000,CANON,"POWER SUPPLY 5,5V",usd,423.308764
42021,13790045    000,CANON,"POWER SUPPLY 24,5V",usd,2289.354607
42022,13790046    000,CANON,DOOR HANDLE ASSY,usd,137.7559551
42023,13790047    000,CANON,HINGE ASSY,usd,7.508764045
42024,13790048    000,CANON,SLIDE DOOR ASSY,usd,981.8629213
42025,13790049    000,CANON,FRONT COVER FRAME ASSY,usd,1219.809438
42026,138-110986  000,CANON,COVER UPPER INFEED FM M,usd,192.1240449
42027,138-110995  000,CANON,BOX PLATE LOWER,usd,162.0674157
42028,138-110996  000,CANON,BOX PLATE UPPER,usd,219.1739326
42029,138-111008  000,CANON,PROTECTIVE CHAIN COVER,usd,45.34516854
42030,138-111061  000,CANON,FOAM ROLLER 20530,usd,27.54741573
42031,138-111074  000,CANON,FAN ASSEMBLY FM,usd,388.2310112
42032,138-111117  000,CANON,KNIFE GUIDE PROTECTIVE COVER,usd,22.05033708
42033,138-111172  000,CANON,TOP COVER FM CANON,usd,378.2130337
42034,138-111173  000,CANON,TOP COVER FRAME,usd,246.7213483
42035,138-111177  000,CANON,DOOR INTERLOCK,usd,7.508764045
42036,138-111178  000,CANON,TOP COVER REINFORCEMENT BRACKE,usd,45.84269663
42037,138-111197  000,CANON,CONVEYOR ROLL,usd,182.3541573
42038,138-111206  000,CANON,INLET BEAM,usd,95.31370787
42039,138-111208  000,CANON,LOCK PLATE,usd,15.03910112
42040,138-111209  000,CANON,GROUND PLATE,usd,13.27550562
42041,138-111210  000,CANON,HOLDER PLATE,usd,13.02741573
42042,138-111211  000,CANON,INLET GUIDE,usd,67.78382022
42043,138-111215  000,CANON,GUIDE BLOCK,usd,21.53123596
42044,138-111221  000,CANON,TRANSPORT BELT,usd,43.08404494
42045,138-111223  000,CANON,SHAFT 8X288.5,usd,23.04539326
42046,138-111224  000,CANON,GAER RACK BACK JOGGER,usd,20.28674157
42047,138-111294  000,CANON,CARRIAGE OUTFEED COVER,usd,208.1379775
42048,138-111298  000,CANON,UPPER BELT ARM,usd,44.57797753
42049,138-111312  000,CANON,MIDDLE PRESSURE BRACKET,usd,37.56674157
42050,138-111313  000,CANON,LINK HOLDER,usd,32.06966292
42051,138-111316  000,CANON,TRANSPORT BELT,usd,27.04988764
42052,138-111552  000,CANON,TRIM GUIDE OUTER,usd,110.1208989
42053,138-111565  000,CANON,TENSIONER,usd,368.1937079
42054,138-111570  000,CANON,DRIVE SHAFT,usd,43.08404494
42055,138-111610  000,CANON,REAR COVER  LEFT  CANON,usd,300.5703371
42056,138-111617  000,CANON,REAR COVER RIGHT,usd,333.1375281
42057,138-111621  000,CANON,COVER PLATE CANON,usd,79.91865169
42058,138-111699  000,CANON,BRACKET,usd,43.33213483
42059,138-111740  000,CANON,CONVEYOR ROLL,usd,184.5950562
42060,138-111743  000,CANON,SHAFT  12,usd,75.18741573
42061,138-111764  000,CANON,CONVEYOR ROLL,usd,115.727191
42062,138-111838  000,CANON,TRANSPORT BELT 78 X L=1308,usd,198.1186517
42063,138-111993  000,CANON,OUTFEED BELT DRIVE ROLLER,usd,226.1851685
42064,138-111995  000,CANON,SHAFT 10 L=70,usd,24.53932584
42065,138-111997  000,CANON,DRIVE ROLL,usd,188.348764
42066,101-100346  000,CANON,TIMING BELT,usd,31.5505618
42067,101-100363  000,CANON,TIMING PULLEY 15T514-0 8 AL,usd,39.57842697
42068,101-100872  000,CANON,SENSOR BRACKET,usd,16.28359551
42069,101-101109  000,CANON,TIMING BELT 10T5590,usd,69.86696629
42070,101-106726  000,CANON,SPACER DRM 3260X 8,usd,2.696629213
42071,101-113663  000,CANON,TIMING PULLEY Z=22 T=5 8,usd,76.97662921
42072,138-112441  000,CANON,STOP PLATE,usd,50.0952809
42073,138-112442  000,CANON,SHAFT,usd,18.27505618
42074,138-112444  000,CANON,ARM LINK,usd,11.78157303
42075,138-112446  000,CANON,SHAFT,usd,32.56719101
42076,138-112447  000,CANON,ARM LINK,usd,10.76629213
42077,138-112448  000,CANON,ARM LINK,usd,40.32539326
42078,138-112452  000,CANON,SHAFT 8,usd,34.30921348
42079,138-112454  000,CANON,ADAPTER,usd,25.30651685
42080,138-112457  000,CANON,SHAFT D12X475.5,usd,63.05258427
42081,138-112494  000,CANON,SENSOR FLAG,usd,10.01932584
42082,138-112497  000,CANON,SHAFT,usd,12.52853933
42083,138-112498  000,CANON,BELT BRACKET,usd,29.80853933
42084,138-112533  000,CANON,WHEEL ARM,usd,25.30651685
42085,138-112535  000,CANON,BELT BRACKET,usd,19.78921348
42086,138-112663  000,CANON,SHAFT  8,usd,21.28314607
42087,138-112738  000,CANON,TOP COVER PLATE,usd,285.552809
42088,138-112745  000,CANON,BOTTOM PLATE,usd,68.66561798
42089,138-112746  000,CANON,COVER PLATE,usd,109.7110112
42090,138-112804  000,CANON,HARNESS FM MOTOR MAIN,usd,189.3653933
42091,138-112805  000,CANON,HARNESS FM POWER FROM BM,usd,111.8858427
42092,138-112806  000,CANON,HARNESS FM SENSOR MAIN,usd,738.8966292
42093,138-112807  000,CANON,HARNESS FM SQF M142 M143,usd,40.32539326
42094,138-112808  000,CANON,HARNESS FM SQF MOTOR TABLE,usd,43.08404494
42095,138-112809  000,CANON,HARNESS FM SQF SENSORS,usd,51.8588764
42096,138-112810  000,CANON,HARNESS FM SQF SENSOR TABLE,usd,64.81752809
42097,138-112811  000,CANON,HARNESS FM SQF SOL UPPER BELT,usd,19.78921348
42098,138-112812  000,CANON,HARNESS FM TR INF. Q200 WASTE,usd,24.53932584
42099,138-112813  000,CANON,HARNESS FM TR OUTF. Q201 Q202,usd,21.03370787
42100,138-112814  000,CANON,HARNESS STOP GATE M152 M153,usd,20.03865169
42101,138-112815  000,CANON,HARNESS TR STOP GATE Q213Q215,usd,32.06966292
42102,138-112816  000,CANON,HARNESS FM XCAN,usd,90.87640449
42103,138-112817  000,CANON,HARNESS FM WASTE TRANSPORT KIT,usd,67.78382022
42104,102-101589  000,CANON,BLOCKPLATE,usd,18.5447191
42105,102-104557  000,CANON,ENCODER DISC,usd,18.27505618
42106,102-104574  000,CANON,BRACKET CRANK SHAFT ASS.Y,usd,16.53303371
42107,102-104936  000,CANON,TENSION SPRING,usd,46.09213483
42108,102-104962  000,CANON,BRACKET MOTOR,usd,118.7002247
42109,102-104981  000,CANON,SHAFT D12X186,usd,23.04539326
42110,102-104982  000,CANON,SHAFT D12X367,usd,46.09213483
42111,102-104983  000,CANON,SHAFT D12X253,usd,33.81168539
42112,102-104985  000,CANON,BELT UNIT,usd,288.0417978
42113,102-105478  000,CANON,THREADED PLATE M10/347,usd,23.29483146
42114,102-105587  000,CANON,SHAFT,usd,87.32224719
42115,102-105876  000,CANON,SHAFT 5X95,usd,6.264269663
42116,102-107312  000,CANON,FRAME ROLLER TRANSMISSION,usd,40.57348315
42117,102-107335  000,CANON,FOLD KNIFE PLATE,usd,67.19460674
42118,102-107338  000,CANON,MOTOR KNIFE BRACKET,usd,118.7352809
42119,102-107342  000,CANON,GUIDE BLOCK RIGHT,usd,97.10292135
42120,102-107717  000,CANON,HAND FEED HATCH CANON,usd,64.52359551
42121,102-107817  000,CANON,HARNESS THICK SET UNIT,usd,44.82606742
42122,102-107930  000,CANON,FOLD ROLLER STEP 2 UPPER 18 MM,usd,353.1748315
42123,102-108109  000,CANON,LABEL BLACK 40X87,usd,10.87685393
42124,102-108144  000,CANON,FOLD ROLLER STEP 2 LOWER 18 MM,usd,252.985618
42125,102-108388  000,CANON,TOUCH DISPLAY COVER,usd,109.5316854
42126,102-108401  000,CANON,HARNESS 5050 P33-J33,usd,12.03101124
42127,102-109893  000,CANON,EXT. SPRING 075X8DOX70,usd,16.7811236
42128,102-112404  000,CANON,PROTECTION PLATE,usd,32.06966292
42129,102-112408  000,CANON,CONNECTOR FLANGE,usd,98.57393258
42130,102-112521  000,CANON,HARNESS RPPI BRACKET,usd,83.76674157
42131,102-113247  000,CANON,CONNECTOR FLANGE SIDE,usd,25.55595506
42132,102-113426  000,CANON,TRANSPORT BELT 261X32TA12,usd,78.15370787
42133,102-113427  000,CANON,TRANSPORT BELT 840X32 TA12,usd,95.01977528
42134,102-116768  000,CANON,BRACKET DOCKING GUIDE,usd,22.05033708
42135,103-102774  000,CANON,BEARING,usd,17.52808989
42136,103-103543  000,CANON,STOP GATE CARRIAGE,usd,71.33797753
42137,138-112818  000,CANON,HARNESS FM TOP COVER,usd,35.5752809
42138,138-113210  000,CANON,HARNESS NS FM LOAD CELL,usd,27.04988764
42139,138-113223  000,CANON,HARNESS NS OR STACKER,usd,98.57393258
42140,138-113224  000,CANON,HARNESS STACKER Q208 Q210,usd,18.79280899
42141,138-113228  000,CANON,SHAFT 6,usd,18.79280899
42142,138-113231  000,CANON,PRESSURE BRACKET,usd,37.06786517
42143,138-113233  000,CANON,ARM,usd,11.78157303
42144,138-113242  000,CANON,SENSOR BRACKET,usd,24.78876404
42145,138-114612  000,CANON,STOP SHAFT,usd,24.04179775
42146,138-114835  000,CANON,KNIFE BEAM LOWER,usd,1209.791461
42147,138-115026  000,CANON,COVER PLATE,usd,46.83775281
42148,138-115231  000,CANON,CAM MOUNTING PLATE RIGHT,usd,52.60449438
42149,138-115232  000,CANON,CAM MOUNTING PLATE OPERATOR SI,usd,38.31235955
42150,138-115233  000,CANON,REINFORCING PLATE,usd,15.28719101
42151,138-115241  000,CANON,SENSOR BRACKET,usd,34.80674157
42152,138-115608  000,CANON,TRANSPORT BELT 240 X L=1567,usd,651.2359551
42153,138-115610  000,CANON,TRANSPORT BELT 240 X L=1660,usd,663.7644944
42154,138-115821  000,CANON,SENSOR HOLDER,usd,27.04988764
42155,138-116226  000,CANON,HOOK,usd,39.08089888
42156,138-116227  000,CANON,ROLLER,usd,18.27505618
42157,138-116516  000,CANON,HARNESS FAN ADAPTOR,usd,32.06966292
42158,138-116568  000,CANON,TRANSPORT BELT 61X12 T25  01,usd,33.0647191
42159,138-116851  000,CANON,ACTUATOR INTERLOCK,usd,21.53123596
42160,138-116884  000,CANON,HARNESS INTERLOCK SWITCH SW110,usd,49.0988764
42161,138-116886  000,CANON,HARNESS WASTE KIT Q200Q203AQ20,usd,25.05842697
42162,138-117915  000,CANON,FRONT COVER ASSY FM C,usd,1362.586517
42163,138-117919  000,CANON,LEFT DOOR ASSEMBLYFM,usd,718.8593258
42164,138-117920  000,CANON,RIGHT DOOR ASSEMBLYFM,usd,826.5788764
42165,138-117938  000,CANON,COVER LOWER OUTFEED FM,usd,154.2889888
42166,138-117979  000,CANON,TOP COVER GLASS,usd,238.1959551
42167,138-118111  000,CANON,GUIDE BRACKET,usd,108.9438202
42168,138-118276  000,CANON,FM DOOR RIGHT HOLE CANON,usd,871.654382
42169,138-118314  000,CANON,TOP COVER WO SMART GLASS CANON,usd,1886.084494
42170,103-103548  000,CANON,CARRIAGE STOP GATE,usd,763.9550562
42171,103-103646  000,CANON,LINK WASHER,usd,11.41617978
42172,103-104626  000,CANON,GUIDE REINFORCEMENT,usd,16.7811236
42173,103-104640  000,CANON,SERVICE BLOCK,usd,28.04494382
42174,103-104890  000,CANON,MOTOR SHAFT AND GEARS,usd,220.418427
42175,103-104914  000,CANON,SPROCKET FOR CAM SHAFT ASSY,usd,195.381573
42176,103-104922  000,CANON,PROTECTIVE COVER UPPER KNIFE,usd,30.05662921
42177,103-106783  000,CANON,KNIFE CAM 1,usd,105.6835955
42178,103-106784  000,CANON,KNIFE CAM 2,usd,46.09213483
42179,103-106806  000,CANON,STOP KNIFE,usd,10.01932584
42180,103-106812  000,CANON,ROLLER 15,usd,15.53662921
42181,103-106813  000,CANON,ROLLER,usd,16.28359551
42182,103-106816  000,CANON,UPPER KNIFE BEAM,usd,541.0274157
42183,103-107095  000,CANON,FAN BRACKET 1,usd,40.07595506
42184,103-107097  000,CANON,FAN BRACKET 2,usd,32.8152809
42185,103-108784  000,CANON,COMP. SPRING 19X152DIX80,usd,6.264269663
42186,103-108790  000,CANON,PLUNGER ASSEMBLY,usd,20.28674157
42187,103-117209  000,CANON,LINK INFEED OB,usd,15.53662921
42188,103-117210  000,CANON,LINK INFEED IB,usd,15.53662921
42189,105-100001  000,CANON,CAM,usd,9.022921348
42190,105-104315  000,CANON,MIDDLE STOP SHAFT,usd,27.54741573
42191,105-104335  000,CANON,SHAFT BRACKET LOWER,usd,21.28314607
42192,105-104340  000,CANON,ROTATION LOCK,usd,8.673707865
42193,105-104344  000,CANON,LOWER SHAFT,usd,18.27505618
42194,105-104361  000,CANON,SHAFT,usd,6.016179775
42195,105-105075  000,CANON,PULLEY ASSY 35-SHEET,usd,25.05842697
42196,105-105077  000,CANON,PULLEY ASSY ONE WAY,usd,39.57842697
42197,105-105082  000,CANON,ARM STOP,usd,66.0188764
42198,105-106371  000,CANON,HARNESS MOTOR TABLE BF5030,usd,40.57348315
42199,105-106740  000,CANON,LOCK PLATE,usd,9.213033708
42200,105-106760  000,CANON,SPRING HOLDER,usd,24.04179775
42201,105-106881  000,CANON,PRESSER UPPER SQF50,usd,36.32089888
42202,138-118822  000,CANON,UPPER BEARING ASSY,usd,27.54741573
42203,138-118823  000,CANON,LOWER BEARING ASSY,usd,35.07640449
42204,138-118824  000,CANON,FIXED BEARING ASSY,usd,35.07640449
42205,13800006    000,CANON,TRIMMER BEARING KIT,usd,5.437752809
42206,113-104920  000,CANON,BRACKET REFL. SENSOR STAPLER S,usd,17.52808989
42207,113-104923  000,CANON,CAM FOR MICROSWITCH,usd,8.774831461
42208,113-105423  000,CANON,SPROCKET 38 17T O10 CLAMP,usd,218.1573034
42209,113-105424  000,CANON,SPROCKET 38 15T O15 M6,usd,140.7640449
42210,113-105458  000,CANON,BALL BEARING SUPPORT,usd,73.12719101
42211,114-102862  000,CANON,GEAR PLATE,usd,7.260674157
42212,114-103542  000,CANON,FAN ASSEMBLY,usd,70.75011236
42213,13890001    000,CANON,CHAIN ISO 04 204 ROLLS INCL LI,usd,117.5244944
42214,122-105121  000,CANON,FRAME,usd,121.3725843
42215,122-105123  000,CANON,UPPER GUIDE,usd,160.8026966
42216,122-105129  000,CANON,TIMING PULLEY Z=37 T=5,usd,78.44764045
42217,122-105178  000,CANON,DISENGAGING SHAFT,usd,46.09213483
42218,122-105220  000,CANON,CREASING PRESSURE BRACKET,usd,26.80044944
42219,122-105221  000,CANON,CREASING PRESSURE PISTON,usd,11.78157303
42220,122-105223  000,CANON,CREASING FRAME,usd,49.59775281
42221,122-105225  000,CANON,ECCENTRICTIMING BELT,usd,18.27505618
42222,122-105228  000,CANON,GUIDE WHEEL DRIVE SHAFT,usd,41.07235955
42223,122-105229  000,CANON,TIMING PULLEY,usd,11.78157303
42224,122-105231  000,CANON,ADJUSTMENT BRACKET,usd,18.27505618
42225,122-105233  000,CANON,DRIVE SHAFT INFEED,usd,44.82606742
42226,122-105238  000,CANON,GUIDE,usd,65.13573034
42227,122-105239  000,CANON,BAFFLE CREASER,usd,100.658427
42228,122-105247  000,CANON,CREASER RULER FEMALE,usd,370.7029213
42229,122-105355  000,CANON,BELT TENSIONER,usd,39.57842697
42230,122-105359  000,CANON,MOVEABLE GUIDE INFEED,usd,263.0049438
42231,122-105387  000,CANON,REGISTRATION SHAFT,usd,146.5307865
42232,122-105389  000,CANON,IDLER ROLLER,usd,118.7352809
42233,122-105391  000,CANON,IDLER SHAFT INLET,usd,16.28359551
42234,105-106889  000,CANON,BEARING BRACKET,usd,43.08404494
42235,105-107089  000,CANON,BEARING SUPPORT,usd,83.1788764
42236,105-107090  000,CANON,SHAFT 8,usd,18.27505618
42237,105-107098  000,CANON,ROLLER,usd,27.79550562
42238,105-107367  000,CANON,BRACKET MOTOR,usd,40.32539326
42239,105-107370  000,CANON,LINKAGE BRACKET,usd,37.56674157
42240,105-107380  000,CANON,STIFFENING BRACKET,usd,25.55595506
42241,105-107573  000,CANON,SHAFT BRACKET UPPER,usd,40.32539326
42242,105-107575  000,CANON,SHAFT,usd,29.80853933
42243,105-107582  000,CANON,SPRING SEAT,usd,23.04539326
42244,106-106359  000,CANON,COMP. SPRING 063X8DMX256,usd,6.016179775
42245,10690028    000,CANON,SENSOR,usd,21.28314607
42246,107-101188  000,CANON,SOLENOID,usd,91.75955056
42247,131-109699  000,CANON,HARNESS PSU RELAY COILS HCI,usd,38.06426966
42248,13100       000,CANON,CLIP BEARING,usd,5.437752809
42249,132-116914  000,CANON,BRACKET CONNECTOR 93734 16-P,usd,37.56674157
42250,132-116922  000,CANON,COVER FOR LCD COLOR DISPLAY,usd,167.8139326
42251,13290020    000,CANON,HINGE ASSY,usd,19.04224719
42252,13290022    000,CANON,PCB PRINTER INTERFACE,usd,408.2696629
42253,133-113215  000,CANON,HARNESS NS FAN3 AND FAN 4,usd,46.09213483
42254,13390004    000,CANON,PCB M40LH,usd,378.2130337
42255,13390012    000,CANON,PCB M40LH,usd,480.912809
42256,137-110316  000,CANON,GEAR RACK,usd,69.57303371
42257,137-110322  000,CANON,STOP GATE,usd,47.33662921
42258,137-110323  000,CANON,LINKAGE,usd,13.02741573
42259,137-110324  000,CANON,SET COLLAR,usd,6.761797753
42260,137-110325  000,CANON,TIMING BELT,usd,35.3258427
42261,137-110326  000,CANON,SHAFT,usd,18.27505618
42262,137-110327  000,CANON,CLUTCH,usd,18.27505618
42263,137-110329  000,CANON,CRANK,usd,14.02247191
42264,137-110330  000,CANON,HUB 622,usd,39.32898876
42265,122-105400  000,CANON,WASTE TRANSPORT ROLLER,usd,67.78382022
42266,122-105401  000,CANON,DRIVE SHAFT,usd,20.28674157
42267,122-105467  000,CANON,UPPER WASTE GUIDE,usd,123.7334831
42268,122-105469  000,CANON,LOWER WASTE GUIDE,usd,147.7752809
42269,122-105500  000,CANON,REGISTRATION DRIVE SHAFT,usd,43.08404494
42270,122-105534  000,CANON,DRIVE SHAFT,usd,47.33662921
42271,122-105535  000,CANON,ROTATION DRIVE SHAFT,usd,20.28674157
42272,122-105538  000,CANON,FIXED GUIDE,usd,169.5761798
42273,122-105542  000,CANON,MOVEABLE GUIDE,usd,340.6462921
42274,122-105545  000,CANON,FLEXIBLE SHAFT,usd,3.819775281
42275,122-105548  000,CANON,SET COLLAR 1828X8 M6,usd,15.28719101
42276,122-105605  000,CANON,TENSIONER,usd,14.7694382
42277,122-105629  000,CANON,KNIFE SLIDE OPERATOR SIDE,usd,1264.905169
42278,139-112733  000,CANON,RAIL WIDE,usd,741.407191
42279,13990036    000,CANON,POWER SUPPLY RSP-320-30V,usd,348.1550562
42280,13990063    000,CANON,POTENTIOMETER POT1 INCL. KNOB,usd,74.30426966
42281,140-111888  000,CANON,SPACER,usd,5.437752809
42282,140-114673  000,CANON,TIMING PULLEY Z40 T5,usd,14.52
42283,140-116585  000,CANON,SEPARATOR PAD SELF-ADHESIVE,usd,19.53977528
42284,140-119170  000,CANON,HINGE QS MINI,usd,11.41617978
42285,122-105634  000,CANON,KNIFE SLIDE NON-OPERATOR  SIDE,usd,1232.339326
42286,122-105637  000,CANON,LEAD SCREW OPERATOR SIDE,usd,233.9433708
42287,122-105640  000,CANON,DRIVE SHAFT,usd,120.7253933
42288,122-105675  000,CANON,HARNESS POWER BASE RCT,usd,137.5078652
42289,122-105695  000,CANON,FOAM WHEEL ASSEMBLY,usd,13.02741573
42290,122-105705  000,CANON,HARNESS INTERLOCK RCT,usd,76.65842697
42291,122-105709  000,CANON,HARNESS DOCKING SENSOR,usd,18.5447191
42292,122-105710  000,CANON,HARNESS PSU 1224 SECONDARY,usd,30.30606742
42293,122-105711  000,CANON,HARNESSPSU 48 SECONDARY,usd,11.78157303
42294,122-105818  000,CANON,IDLER ROLLER,usd,353.1748315
42295,122-105821  000,CANON,PAPER GUIDE,usd,39.57842697
42296,122-106460  000,CANON,ACTUATOR BRACKET,usd,16.0341573
42297,122-106464  000,CANON,FRAME,usd,110.9555056
42298,CA-9022     000,CANON,GRIP RELEASE SLIDE,usd,155.305618
42299,CA-9049     000,CANON,WIRE CUTTER OPERATING SLIDE 12,usd,122.738427
42300,CA-9113     000,CANON,BENDER BAR FRICTION SPRING,usd,8.774831461
42301,CAA-9014    000,CANON,LATCH ASSEMBLY,usd,152.7950562
42302,CAA-9038    000,CANON,MAGNETIC ROTATOR,usd,628.6880899
42303,CAA-9046    000,CANON,ROTATOR OPERATING SPRING,usd,100.658427
42304,CAAA-2132   000,CANON,FACE PLATE ASSEMBLY,usd,1182.244045
42305,CAAA-9013   000,CANON,BENDER BAR ASSEMBLY,usd,1793.404045
42306,CBBB513     000,CANON,CHECK PAWL ASSEMBLY,usd,723.8791011
42307,137-110331  000,CANON,CONNECTING ROD LONG,usd,30.05662921
42308,137-110332  000,CANON,FOLD BAR,usd,52.35640449
42309,137-110336  000,CANON,FOLD STOP GATE,usd,46.58966292
42310,137-110338  000,CANON,ARM PRESSURE WHEELS STAPLER,usd,551.0453933
42311,137-110339  000,CANON,WHEEL PRESSURE ARM,usd,213.9047191
42312,137-110341  000,CANON,SHAFT D12X393,usd,43.83101124
42313,137-110342  000,CANON,ROLLER 915BX18,usd,44.32853933
42314,137-110345  000,CANON,PAPER PATH BM620,usd,164.0588764
42315,137-110346  000,CANON,BRACKET ROLLER,usd,20.28674157
42316,137-110347  000,CANON,SHAFT 5X205 M32X,usd,13.27550562
42317,137-110350  000,CANON,SIDE JOGGER SUPPORT R,usd,235.4575281
42318,137-110351  000,CANON,SIDE JOGGER SUPPORT L,usd,234.1914607
42319,137-110362  000,CANON,PAPER GUIDE INFEED,usd,222.9276404
42320,137-110368  000,CANON,EXIT FRAME,usd,126.4921348
42321,137-110371  000,CANON,TRANSPORT BRACKET,usd,86.73303371
42322,137-110372  000,CANON,LINKAGE,usd,15.53662921
42323,137-110373  000,CANON,SLIDE,usd,44.57797753
42324,137-110377  000,CANON,SHAFT,usd,38.06426966
42325,137-110391  000,CANON,SHAFT D12X373,usd,70.45617978
42326,137-110394  000,CANON,SIDE GUIDE CIM R BM620,usd,101.8341573
42327,137-110395  000,CANON,SIDE GUIDE CIM L BM620,usd,107.7424719
42328,137-110407  000,CANON,PAPER TRANSPORT CIM BM620,usd,2021.331236
42329,137-110411  000,CANON,SHAFT D12X2745,usd,41.07235955
42330,137-110414  000,CANON,INFEED CHASIS,usd,165.0539326
42331,137-110418  000,CANON,SHAFT 8X3765,usd,32.56719101
42332,137-110419  000,CANON,BACK JOGGER ASSEMBLY,usd,2294.354157
42333,137-110420  000,CANON,JOGGER FRAME CARRIAGE,usd,122.2557303
42334,137-110421  000,CANON,BAR 10X10X357,usd,115.9752809
42335,137-110424  000,CANON,BACK JOGGER BRACKET,usd,14.52
42336,137-110426  000,CANON,MOTOR BRACKET,usd,26.80044944
42337,137-110427  000,CANON,CRANK,usd,17.52808989
42338,137-110428  000,CANON,CONNECTING ROD,usd,39.82651685
42339,122-106477  000,CANON,IDLER SHAFT,usd,17.52808989
42340,122-106478  000,CANON,O-RING,usd,4.898426966
42341,122-106479  000,CANON,PSU COVER,usd,7.758202247
42342,122-106632  000,CANON,COVER PROTECTION WASTE SENSOR,usd,41.32044944
